4.994322,7.594394,14.205923
4.776552,7.785802,12.761843
4.516858,7.480178,12.889246
4.255717,6.799985,11.612132
3.978697,6.312763,10.622742
3.322277,5.22438,9.649993
2.615754,4.643316,8.858437
2.061625,4.107095,0
1.757192,3.488469,0
